Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
KEN,1/1/1991,12/31/1991,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.22,Fc
KEN,1/1/1992,12/31/1992,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.65,Fc
KEN,1/1/1993,12/31/1993,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.2,Fc
KEN,1/1/1994,12/31/1994,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.36,Fc
KEN,1/1/1995,12/31/1995,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.26,Fc
KEN,1/1/1996,12/31/1996,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,30.92,Fc
KEN,1/1/1997,12/31/1997,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,34.99,Fc
KEN,1/1/1998,12/31/1998,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,34.85,Fc
KEN,1/1/1999,12/31/1999,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,30.91,Fc
KEN,1/1/2000,12/31/2000,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,30.81,Fc
KEN,1/1/2001,12/31/2001,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.46,Fc
KEN,1/1/2002,12/31/2002,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,26.74,Fc
KEN,1/1/2003,12/31/2003,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.54,Fc
KEN,1/1/2004,12/31/2004,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.29,Fc
KEN,1/1/2005,12/31/2005,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.07,Fc
KEN,1/1/2006,12/31/2006,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.22,Fc
KEN,1/1/2007,12/31/2007,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,42.79,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,54.54,Fc
KEN,1/1/2009,12/31/2009,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,60.59,Fc
KEN,1/1/2010,12/31/2010,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.22,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.64,Fc
KEN,1/1/2012,12/31/2012,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.62,Fc
KEN,1/1/2013,12/31/2013,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.38,Fc
KEN,1/1/2014,12/31/2014,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.5,Fc
KEN,1/1/2015,12/31/2015,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.6,Fc
KEN,1/1/2016,12/31/2016,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.9,Fc
KEN,1/1/2017,12/31/2017,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.89,Fc
KEN,1/1/2018,12/31/2018,114,Kenya,711,"Anise, badian, fennel, coriander",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.93,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,26655,
KEN,1/1/2016,1/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,299888.9,
KEN,2/1/2016,2/29/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,298825.8,
KEN,3/1/2016,3/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,300012.2,
KEN,4/1/2016,4/30/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,301753.6,
KEN,5/1/2016,5/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,300974.2,
KEN,6/1/2016,6/30/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,300633.8,
KEN,7/1/2016,7/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,297442.1,
KEN,8/1/2016,8/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,295695.8,
KEN,9/1/2016,9/30/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,296416,
KEN,10/1/2016,10/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,300002.4,
KEN,11/1/2016,11/30/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,299849.4,
KEN,12/1/2016,12/31/2016,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,299817.4,
KEN,1/1/2017,1/31/2017,114,Kenya,515,Apples,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,300720.1,
KEN,1/1/2011,12/31/2011,114,Kenya,515,Apples,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,26655,
KEN,1/1/2011,12/31/2011,114,Kenya,515,Apples,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,300.1,
KEN,1/1/1991,12/31/1991,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,30.54,Fc
KEN,1/1/1992,12/31/1992,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,32.46,Fc
KEN,1/1/1993,12/31/1993,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,25.4,Fc
KEN,1/1/1994,12/31/1994,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,32.12,Fc
KEN,1/1/1995,12/31/1995,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,36.35,Fc
KEN,1/1/1996,12/31/1996,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,48.34,Fc
KEN,1/1/1997,12/31/1997,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,54.7,Fc
KEN,1/1/1998,12/31/1998,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,54.38,Fc
KEN,1/1/1999,12/31/1999,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,48.13,Fc
KEN,1/1/2000,12/31/2000,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,47.95,Fc
KEN,1/1/2001,12/31/2001,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,42.6,Fc
KEN,1/1/2002,12/31/2002,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,41.5,Fc
KEN,1/1/2003,12/31/2003,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,45.83,Fc
KEN,1/1/2004,12/31/2004,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,47,Fc
KEN,1/1/2005,12/31/2005,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,49.75,Fc
KEN,1/1/2006,12/31/2006,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,56.2,Fc
KEN,1/1/2007,12/31/2007,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,61.53,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,74.3,Fc
KEN,1/1/2009,12/31/2009,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,80.19,Fc
KEN,1/1/2010,12/31/2010,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,73.27,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.64,Fc
KEN,1/1/2012,12/31/2012,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.62,Fc
KEN,1/1/2013,12/31/2013,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.38,Fc
KEN,1/1/2014,12/31/2014,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.5,Fc
KEN,1/1/2015,12/31/2015,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.6,Fc
KEN,1/1/2016,12/31/2016,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.9,Fc
KEN,1/1/2017,12/31/2017,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.89,Fc
KEN,1/1/2018,12/31/2018,114,Kenya,515,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.93,Fc
KEN,1/1/1991,12/31/1991,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.22,Fc
KEN,1/1/1992,12/31/1992,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.65,Fc
KEN,1/1/1993,12/31/1993,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.2,Fc
KEN,1/1/1994,12/31/1994,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.36,Fc
KEN,1/1/1995,12/31/1995,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.26,Fc
KEN,1/1/1996,12/31/1996,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,30.92,Fc
KEN,1/1/1997,12/31/1997,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,34.99,Fc
KEN,1/1/1998,12/31/1998,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,34.85,Fc
KEN,1/1/1999,12/31/1999,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,30.91,Fc
KEN,1/1/2000,12/31/2000,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,30.81,Fc
KEN,1/1/2001,12/31/2001,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.46,Fc
KEN,1/1/2002,12/31/2002,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,26.74,Fc
KEN,1/1/2003,12/31/2003,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.54,Fc
KEN,1/1/2004,12/31/2004,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.29,Fc
KEN,1/1/2005,12/31/2005,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.07,Fc
KEN,1/1/2006,12/31/2006,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.22,Fc
KEN,1/1/2007,12/31/2007,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,42.79,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,54.54,Fc
KEN,1/1/2009,12/31/2009,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,60.59,Fc
KEN,1/1/2010,12/31/2010,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.22,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.64,Fc
KEN,1/1/2012,12/31/2012,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.62,Fc
KEN,1/1/2013,12/31/2013,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.38,Fc
KEN,1/1/2014,12/31/2014,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.5,Fc
KEN,1/1/2015,12/31/2015,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.6,Fc
KEN,1/1/2016,12/31/2016,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.9,Fc
KEN,1/1/2017,12/31/2017,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.89,Fc
KEN,1/1/2018,12/31/2018,114,Kenya,526,Apricots,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.93,Fc
KEN,1/1/1991,12/31/1991,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.22,Fc
KEN,1/1/1992,12/31/1992,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.65,Fc
KEN,1/1/1993,12/31/1993,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.2,Fc
KEN,1/1/1994,12/31/1994,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.36,Fc
KEN,1/1/1995,12/31/1995,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.26,Fc
KEN,1/1/1996,12/31/1996,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,30.92,Fc
KEN,1/1/1997,12/31/1997,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,34.99,Fc
KEN,1/1/1998,12/31/1998,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,34.85,Fc
KEN,1/1/1999,12/31/1999,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,30.91,Fc
KEN,1/1/2000,12/31/2000,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,30.81,Fc
KEN,1/1/2001,12/31/2001,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.46,Fc
KEN,1/1/2002,12/31/2002,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,26.74,Fc
KEN,1/1/2003,12/31/2003,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.54,Fc
KEN,1/1/2004,12/31/2004,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.29,Fc
KEN,1/1/2005,12/31/2005,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.07,Fc
KEN,1/1/2006,12/31/2006,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.22,Fc
KEN,1/1/2007,12/31/2007,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,42.79,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,54.54,Fc
KEN,1/1/2009,12/31/2009,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,60.59,Fc
KEN,1/1/2010,12/31/2010,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.22,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.64,Fc
KEN,1/1/2012,12/31/2012,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.62,Fc
KEN,1/1/2013,12/31/2013,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.38,Fc
KEN,1/1/2014,12/31/2014,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.5,Fc
KEN,1/1/2015,12/31/2015,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.6,Fc
KEN,1/1/2016,12/31/2016,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.9,Fc
KEN,1/1/2017,12/31/2017,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.89,Fc
KEN,1/1/2018,12/31/2018,114,Kenya,226,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.93,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,367,Asparagus,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,10091.8,
KEN,1/1/2011,12/31/2011,114,Kenya,367,Asparagus,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,10091.8,
KEN,1/1/2011,12/31/2011,114,Kenya,367,Asparagus,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,113.6,
KEN,1/1/1991,12/31/1991,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,30.54,Fc
KEN,1/1/1992,12/31/1992,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,32.46,Fc
KEN,1/1/1993,12/31/1993,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,25.4,Fc
KEN,1/1/1994,12/31/1994,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,32.12,Fc
KEN,1/1/1995,12/31/1995,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,36.35,Fc
KEN,1/1/1996,12/31/1996,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,48.34,Fc
KEN,1/1/1997,12/31/1997,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,54.7,Fc
KEN,1/1/1998,12/31/1998,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,54.38,Fc
KEN,1/1/1999,12/31/1999,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,48.13,Fc
KEN,1/1/2000,12/31/2000,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,47.95,Fc
KEN,1/1/2001,12/31/2001,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,42.6,Fc
KEN,1/1/2002,12/31/2002,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,41.5,Fc
KEN,1/1/2003,12/31/2003,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,45.83,Fc
KEN,1/1/2004,12/31/2004,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,47,Fc
KEN,1/1/2005,12/31/2005,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,49.75,Fc
KEN,1/1/2006,12/31/2006,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,56.2,Fc
KEN,1/1/2007,12/31/2007,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,61.53,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,74.3,Fc
KEN,1/1/2009,12/31/2009,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,80.19,Fc
KEN,1/1/2010,12/31/2010,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,73.27,Fc
KEN,1/1/2011,12/31/2011,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.64,Fc
KEN,1/1/2012,12/31/2012,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.61,Fc
KEN,1/1/2013,12/31/2013,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.38,Fc
KEN,1/1/2014,12/31/2014,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.5,Fc
KEN,1/1/2015,12/31/2015,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.6,Fc
KEN,1/1/2016,12/31/2016,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.9,Fc
KEN,1/1/2017,12/31/2017,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.89,Fc
KEN,1/1/2018,12/31/2018,114,Kenya,367,Asparagus,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.93,Fc
KEN,1/1/2008,12/31/2008,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,11600,
KEN,1/1/2009,12/31/2009,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,16861,
KEN,1/1/2010,12/31/2010,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,16271,
KEN,1/1/2011,12/31/2011,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,19090,
KEN,1/1/2012,12/31/2012,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,24488,
KEN,1/1/2013,12/31/2013,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,25488,
KEN,1/1/2014,12/31/2014,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,17334.1,
KEN,1/1/2015,12/31/2015,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,23569.9,
KEN,1/1/2016,12/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,16119.4,
KEN,1/1/2016,1/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,51449.9,
KEN,2/1/2016,2/29/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,52251.9,
KEN,3/1/2016,3/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,57716,
KEN,4/1/2016,4/30/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,57052,
KEN,5/1/2016,5/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,56176.9,
KEN,6/1/2016,6/30/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,55923.1,
KEN,7/1/2016,7/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,56029.2,
KEN,8/1/2016,8/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,58141,
KEN,9/1/2016,9/30/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,58877.7,
KEN,10/1/2016,10/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,62382.1,
KEN,11/1/2016,11/30/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,63080.3,
KEN,12/1/2016,12/31/2016,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,63784.9,
KEN,1/1/2017,1/31/2017,114,Kenya,572,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,63491.7,
